"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Armenia","ARM","Gross domestic savings (% of GDP)","NY.GDS.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.0749354005168","24.2062994102146","-12.6889970663142","-10.5862161335669","-5.83058906140768","-17.4504478273952","-11.6541025421352","-14.7356521315811","-11.1500613661097","-8.27513601062892","-12.9647565692072","-8.75380822208585","-2.8695128126331","3.00344808123041","3.8801686882654","10.8658734398246","14.7249605431058","15.244899839754","15.3119128387438","3.16887840183394","1.69940622264701","0.0846015358188323","3.21020668069","1.27642928272926","2.36696097190209","8.97255533967062","10.2421835245975","7.65145498512865","8.71242036277268","3.99597800615583","9.7049992343781","12.1963077991612",
"American Samoa","ASM","Gross domestic savings (% of GDP)","NY.GDS.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Gross domestic savings (% of GDP)","NY.GDS.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.0054672415344","24.2582282935166","17.8268512696804","15.0473095782171","20.791001648827","24.3392597266464","21.5561162833415","24.70419505199","15.3102299541942","16.3828035819049","14.8628836597802","17.1817804749383","13.5481535119479","12.8960325560116","10.6998264893002","13.6892130439366","26.2292363311815","14.2863591370599","11.2455316738399","7.93429345712469","7.92216708308385","10.7683209455054","17.1413217255415","20.5219785602689","24.6951487811401","31.5525512851558","35.859880957084","20.5677043916362","",
"Australia","AUS","Gross domestic savings (% of GDP)","NY.GDS.TOTL.ZS","31.2706916270391","30.7215204279049","29.0139419833596","30.0020798668885","31.3114676956379","31.1731988099858","29.5012714297433","31.2571281409808","29.6655140538875","31.8902085305163","32.7516596667118","31.6605568215595","31.0092484511089","30.9688685494069","32.0466518670687","27.3338385539463","26.341047882998","25.8481975801422","24.335129166746","25.9913600727573","26.8759611027331","26.1852097376556","26.1941588572468","22.2865740985164","24.8745811572228","25.8446146790549","24.6912160452653","24.2870712474769","26.6201435745756","28.19403714565","27.6747679808652","24.6826696200703","22.0960147795005","22.8989161142188","24.0147785890476","24.0328995667713","24.3377170427733","25.1316857937438","24.767319507145","23.7214107771634","24.1141113930168","23.4955354111496","24.4248274548499","23.8620196488326","24.3918621615989","24.7585212222383","25.6698341382155","25.8781715067023","26.0641324747509","27.647885727062","25.8649235401072","27.4955002210232","27.5548335661949","26.5797287077497","26.4553855662184","24.7939235079052","23.1381723978575","24.6184959529869","24.9168174923411","25.7785702653789","26.0290754449042","27.0426293934058",
"Austria","AUT","Gross domestic savings (% of GDP)","NY.GDS.TOTL.ZS","","","","","","","","","","","30.7130915533819","30.4368439333122","31.2207722916515","31.2346177071863","30.7685558578147","26.5824773309981","25.7015878448308","25.0012489579701","26.2165167116501","26.7084986285134","26.0119201382107","24.5770359030277","24.0037406529794","22.7847921503418","23.8361311823717","23.7325907380348","24.3185666262819","24.4636796471853","25.2138056810706","25.8666512914956","26.1444434195145","26.4537804253177","25.4251752904973","24.6759130969756","24.8605120884394","25.4718523289475","24.9262247448352","25.6368832414106","26.142870508434","26.524467087609","26.9135749065291","26.9126758734199","27.6213946823083","26.9369823817103","27.2466862357502","26.8439995854768","27.52645996286","29.2394688221766","28.9025932599635","25.834221449902","26.0055369334373","26.7236926764524","26.6794944118531","26.4211932813477","26.8007033671446","27.555477438399","28.087043366905","28.0016017895946","28.7269226954764","28.9883559549909","28.7616120911243","28.4425922162936",
"Azerbaijan","AZE","Gross domestic savings (% of GDP)","NY.GDS.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.8090040927694","29.8091317365269","18.4415261094168","4.16815286624204","-1.08545503069122","2.85874964851439","0.300080509404962","12.9215084064212","4.83927221996163","8.61169240549919","20.4383120323859","24.8570246068177","24.6944329896907","27.6484992653747","31.2876603127711","47.4569774406069","54.3571497156757","56.9383473493062","58.069322224769","46.1199668553291","49.7560343812551","52.6137629123306","50.0030140454518","47.8137568320099","43.6765112066438","30.9016182420007","28.4594837915307","31.0721973106921","35.3929231383909","31.3698315672766","22.8951984138466","34.066318679011",
"Burundi","BDI","Gross domestic savings (% of GDP)","NY.GDS.TOTL.ZS","5.35714006924184","5.17241104127728","4.09835960379317","-0.751877987126771","7.38255471117761","3.58026715963981","4.5515459644663","5.76629703224152","5.11852776044916","5.85291113381001","3.59855172770974","1.87174839651595","-0.158830121229521","2.99526587860448","-1.7282406811453","-3.14604843647727","6.16202463568762","11.5006229935347","5.5181781599882","6.35671859447041","-0.596916475184656","4.11183041293734","-2.2380743502577","7.12462000039739","6.32253260106117","4.10099019388865","1.05160931771634","6.61864281422563","1.67259508831039","3.26517853606649","-5.36522968052074","-4.17799469556107","-10.089472302158","-6.23892563067164","-11.2358663323216","-7.98850431849288","-1.72327407829723","1.49241540256709","-4.66891554222889","-2.50329380764163","-7.13464559061923","-6.13738272271558","-8.35356084580785","-6.74469399158613","-7.32352447772151","-4.49639311264943","-9.28702954424002","-10.0135493320411","-12.7910162473792","-3.62514139800475","-2.93962088677262","-9.05423733141718","-7.9750542060895","-13.7808995793017","-11.3999549342784","2.15970804918369","-1.0372463218545","-1.38113146455067","-4.1249537121259","-4.55341999999998","-6.22872000000007","-5.7054599999999",
"Belgium","BEL","Gross domestic savings (% of GDP)","NY.GDS.TOTL.ZS","","","","","","","","","","","32.0303887974049","30.6234112755863","30.1524641029837","29.4830956325854","29.7383742958669","26.2695155656496","26.2875965091447","24.8754864866304","24.3443876353986","22.8733387041678","22.4294134659697","19.633834473232","19.164589018548","18.9798306287794","20.1537572698695","19.8930339712173","20.8978998795452","21.3918876556915","24.0553808966363","25.3327481120886","25.587505398396","24.3481413306212","24.8960409179565","25.0444740411097","25.5827693532239","25.6409476785259","24.8027529421976","26.1845636910061","25.9882264841345","26.6451403092598","26.6476165512894","26.2809035053638","26.3248478806862","26.3221718903472","27.5612097175491","27.7176703728838","28.0130339241861","28.7384366808694","26.6095624903516","24.4352514829447","24.8292325744251","24.4079413183789","23.7528766125797","23.2260486662594","23.9549899467324","25.0459681680935","25.4464172572278","25.4953992820134","25.0804476375218","25.6408611810423","26.0477923946499","27.0601753971041",
"Benin","BEN","Gross domestic savings (% of GDP)","NY.GDS.TOTL.ZS","5.43301937984522","5.72028516437085","3.8130672437261","2.81799482901286","2.11027617216631","1.13935727085195","-0.571221503409958","-0.281284751141994","2.63271136301964","3.00790157734332","2.30763527755248","0.238831347022525","0.947892703520367","2.78778020429504","3.05322367910197","0.417353675484586","-1.38507805439711","-0.8509416207552","-1.95626388947951","-0.483227920847935","-6.34902451155494","-12.3516201345836","5.28915323555864","-0.491920392359639","1.4277658455624","-4.05600579850628","-2.47512762316833","-2.75614021503802","-2.6461223862876","0.507631319123497","6.70278029551329","5.13829998227546","3.35865903843551","5.60510343236548","10.0557862123865","12.3575121375958","14.0309996345749","14.1854960114179","12.7474108887209","9.85435616333044","9.8708759019267","9.23271627885844","10.5185058688766","10.8361560382731","12.3427216840029","9.95739440709404","9.21462072765865","11.3487841350676","10.2465037374036","10.0190193366306","10.3213311455577","10.9448410079114","12.333042780336","14.802808571661","16.8509961348204","13.4164555860299","16.4986874092642","16.895014834169","19.1397797724235","21.2095226507401","20.5455509865888","20.1746512120265",
"Burkina Faso","BFA","Gross domestic savings (% of GDP)","NY.GDS.TOTL.ZS","4.43527836768876","5.24765103409093","5.49201163153703","5.66773969538446","7.71076089139214","8.71109744591017","8.04693346269339","5.67696585520423","6.06131668252685","5.8255411498679","6.60223296041296","7.80615659740442","9.97079636575473","11.8817657024021","17.7056188355436","8.73274269172698","12.3204297277602","5.12518904160895","5.9613171759027","3.26629252303414","0.558794169958956","-0.305018388957042","2.7047599033592","3.60951488837365","4.45423955236005","1.84865350132501","0.155990776142465","2.50033909263351","2.65662095636269","5.51297945698709","5.42413385690497","8.34447313255912","8.62137691380445","7.7373999931991","16.3401879252654","11.4589831618101","7.89162348738204","11.6004215955538","8.85097936289285","-1.25030317959463","-2.86280793253992","-0.0241074115119022","-0.130106710683566","3.53190827123492","1.80033481084237","3.07511872183235","2.93219028202067","5.16845192523476","5.64529957059951","7.27199031308105","13.9488931730106","17.0172597414942","16.6105557514123","13.8280346097849","14.3026950062777","12.532809477663","14.7343047574641","15.6978276583482","17.3012914791967","18.7763997074405","","",
"Bangladesh","BGD","Gross domestic savings (% of GDP)","NY.GDS.TOTL.ZS","7.58369617695596","6.81176621780804","11.9290662436654","8.18283546252677","7.88172288999781","7.77239434824173","6.64935697242339","7.41912825505805","10.8792788286193","8.98902732457442","7.15028576904958","3.79173008158212","-3.36013234554612","3.39616905461008","0.727387087060455","0.942437470324694","-2.97874935154212","6.18252353099515","1.6236099080954","1.5152475451925","2.05072776616318","14.838914410058","14.7809152347885","12.0487773398567","6.77707755046816","14.5143887065615","15.2112378505896","14.0984468409097","13.778707650751","15.2832633216184","15.9062894594418","14.573179006306","13.8644106917581","12.299283606774","13.1038511202448","13.1267900245844","16.4203873568314","17.1400250093202","18.6357108516771","18.727721392615","20.0187781607235","20.6315023495128","20.8389387311458","20.1856223095876","21.1879131945713","21.0557137508456","21.4366132360074","20.7473837981359","19.1894120463407","20.3324135783051","20.8100238508802","20.622083666729","21.2237626323999","22.0360943744148","22.0899423253133","22.1584701382232","27.2702594650377","27.0657510332541","26.451181304251","26.8843890118576","27.0776047522299","25.3418177994534",
"Bulgaria","BGR","Gross domestic savings (% of GDP)","NY.GDS.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","30.9666162614866","36.6036379322741","35.1959466446076","33.5822046916611","35.0883618716235","31.790472859584","32.4400560077621","31.0667838264721","34.0870150292997","31.3712758216437","21.9794406771446","26.8577745025792","14.0488047808765","7.65406490465038","8.77530441400305","27.1451158874856","12.3306291918346","22.4160202543489","25.5460933200474","15.2683135875123","13.738152838341","12.0323378865144","12.5540173047927","11.8941797746056","12.2827346915802","13.0845919496763","14.9646298205753","14.7837446929252","17.1911095533877","20.2832752801546","19.3246406402271","21.5082824725854","18.6001871478085","20.4397069520105","20.4216500663497","21.8925129873402","23.8614087854941","24.1184683673523","23.754306405817","24.2259848858477","22.2956387520403","22.7525220244852",
"Bahrain","BHR","Gross domestic savings (% of GDP)","NY.GDS.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","54.9952335722304","52.7341053761792","48.4826524657134","47.5861577898035","45.2230098740211","47.5784720704974","40.5245273155006","40.4265281814747","38.0432440198262","35.6508570248503","37.3805331991952","17.9639338595379","17.0566502463054","21.4493939548918","26.8415053577192","26.1253035430255","26.1168951800939","27.0179731488304","22.140983183519","23.8160242545099","39.1272577876249","35.9046532643961","37.2312290000998","39.7703722025969","36.9929173256534","46.2098450428364","52.561517378363","56.2871459204355","54.2204131453456","45.1121595126595","45.8887340856975","47.0849353049908","46.5526815167959","43.6773182158492","43.3782494196967","36.8138353273308","37.9350431299426","41.416044515952","42.9634558675473","43.9079560453908","40.8965195908965","",
"Bahamas, The","BHS","Gross domestic savings (% of GDP)","NY.GDS.TOTL.ZS","","","","","","","","","","","","","","","","","","29.0182328190743","26.4896684286401","21.4950060102644","25.7919568636262","23.8555835962145","27.7006906164861","28.8838873499538","21.6304933614228","24.69082279876","24.3356926188069","24.3146619128468","","23.9128020901372","24.3152242577385","19.9118656706823","21.6596976519781","20.4453428201811","19.7993249463025","18.0487022455526","16.0401773344417","30.6088093538586","29.9422527007765","32.8046934682653","33.4548385618965","29.8122226590349","33.7203698615947","32.371599386252","31.49197872183","30.8188121429007","28.2293638889572","29.4870949696469","27.5603268098043","26.7358314399176","25.8005340855963","23.2715519167465","23.3459260295695","23.6442988601507","23.6003614856703","24.4910174592603","23.403410339175","20.3914999676313","21.6050737703633","25.324419380268","17.9576266817877","15.1865531823778",
"Bosnia and Herzegovina","BIH","Gross domestic savings (% of GDP)","NY.GDS.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-25.4700249173363","-24.4854802898575","-21.0383938169984","-20.5853134497637","-16.0217000124546","-14.4291185754979","-9.56989501852471","-7.07638684588877","-7.29286752109664","-7.8802995843252","-6.89044575624399","-6.31963761408048","-8.15398109618709","-6.47729801020615","-5.75531454979399","-1.37812012077238","1.71636569066344","4.07576152590968","6.55747583409948","7.06985078544297","6.00647923706464","11.1162932530772",
"Belarus","BLR","Gross domestic savings (% of GDP)","NY.GDS.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.8683602771363","33.3333333333333","33.695652173913","25.2791878172589","20.0977912662283","20.3619350427914","19.4439086942697","22.6181064798408","22.2886204161154","21.8530738279164","23.6108738969542","20.822851885496","19.479461173833","21.4903404367042","25.6704099472313","27.2268166246844","29.3171180945412","29.665734578085","31.5177963307107","27.6905060337966","28.333542563963","37.8461162915589","38.381681931906","35.3138304891168","33.4185454894292","32.2008910929742","29.837070427282","29.8911943654833","30.7072368555515","29.1933399687231","30.7999545821895","32.023701581838",
"Belize","BLZ","Gross domestic savings (% of GDP)","NY.GDS.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","35.8000107559115","30.9192196412565","26.3335256705713","30.4711284505776","38.5528070380074","33.4906141640827","39.6916123367023","41.6638776093201","41.6038781896849","41.9294912692511","58.7807097361237","57.762938230384","33.9581831290555","35.6191744340879","32.4692158133506","31.7043372021991","30.1820317087493","23.1566820276498","22.1006564551422","23.0769230769231","27.0161290322581","23.0008598452279","20.9245742092457","20.7627118644068","23.5696293630802","25.8296270954499","30.4554079696395","30.2771226415094","28.1665702718334","27.0752752157096","26.5171124532643","26.7106347897774","26.5107724645297","24.2670608524267","25.2338634237605","25.4919701425017","25.0166039406686","24.8031496062992","23.1749460043197","23.8361266294227","24.7836538461538","24.3226971703793",
"Bermuda","BMU","Gross domestic savings (% of GDP)","NY.GDS.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.3679256061398","36.4658748543212","37.1333363017835","37.8493868311764","38.1678762105573","38.8424385693919","39.0507645678328","39.1879888820377","39.4953651250205","39.5676143148786","39.5286030630681","40.6306391987382",
"Bolivia","BOL","Gross domestic savings (% of GDP)","NY.GDS.TOTL.ZS","7.34538959589194","4.26929392446634","5.98836117889994","6.48535564853557","12.440043323534","11.7409470752089","11.0188679245283","10.7807105468315","13.7558869701727","14.3969576240493","16.6114881642112","13.8368162261832","17.2308612440191","19.8084836973726","23.0761909294246","16.7442537096305","16.9718477326358","16.2865239002183","17.1817238903221","17.6100210619665","18.8796388756155","16.3633243329208","15.2844413640795","17.5159673242797","17.5065994031313","15.6713814805501","9.17559142441638","9.14633675894439","9.60942043346594","10.9293041165153","11.3826284003989","10.0914935846421","7.68500063096194","7.2581803355058","8.83696767407556","10.6088592093738","11.5446710599627","11.3835122527205","10.7227185427912","8.36539408856868","9.09519361914998","8.98491049504057","10.2133231876669","12.4657049283531","15.8342180959689","17.7079662634327","22.8709112097869","22.7160569133883","24.4988312329064","19.7894367095917","23.8703044907855","25.5185607113124","27.0566240728533","25.9717784093659","22.3555034506218","14.0850237403262","13.6323383997964","15.3239223104584","15.4639780723799","13.4122287404883","10.8200464559493","13.4642243367786",
"Brazil","BRA","Gross domestic savings (% of GDP)","NY.GDS.TOTL.ZS","28.4217155123035","30.5855399342513","15.3333294709392","20.1092541000767","18.3550382847929","24.5429198248527","24.1471421732264","18.2404606869042","18.4391018515417","21.8193536807964","20.1218371997876","18.8413040480198","19.4425950079729","26.0381158804892","22.9328756787715","26.1516182043792","20.9734125428177","21.4807883972997","21.580450580324","19.4119973630019","21.8807585287577","21.0436019850337","17.3881794239108","13.273497172933","12.7277422929435","20.0261873755386","17.9900169158617","22.6723821301144","22.7558685799778","30.3711286982834","21.4065820646843","20.5319643034867","21.4177884756399","22.2535786792449","22.4969560044183","15.3656364236083","15.09177426634","15.155075510892","15.7871676557278","15.5371897964418","16.639453920352","16.5489966128796","18.2919026240197","19.0778710891073","21.3258388924824","20.6057467884528","20.5234066483112","21.182064832527","21.4298144360741","18.3929017401725","20.7603130231324","21.0568913042783","20.0580299059559","19.3922709218344","17.8868905872742","16.2583827694346","15.3692229709468","15.3437889605297","15.4888372464232","14.8723713302687","16.6303068160118","19.9381784210009",
"Barbados","BRB","Gross domestic savings (% of GDP)","NY.GDS.TOTL.ZS","","","","","","","","","","","","","","","","9.20091428177554","8.70278506981851","12.4995722461205","12.6035170388889","12.8087220944894","34.2141453831041","30.5443998215083","31.9948739854763","32.9364440868866","32.8313030638612","34.6278659611993","28.7825248955991","28.6785297549592","32.7838727372463","32.7831474597274","16.1774153694094","14.677657480315","14.5988758303526","15.2626506024096","17.4624451120869","11.8815877999551","12.8502313840976","11.4129353233831","13.8722202612072","12.7202290719218","12.0379146919431","9.99181535439515","11.3342990503782","13.7498052656177","10.6024096385542","9.77222149496007","14.7515093714905","17.8214649615075","15.104623058781","12.7079131217705","9.96403077726418","9.85507018921111","8.59955410906844","9.3452436553347","8.52764342120697","9.56360809358292","8.46533387111551","11.0199830018089","13.2273050867568","16.0041320373762","6.66338456269532","6.80147817828977",
"Brunei Darussalam","BRN","Gross domestic savings (% of GDP)","NY.GDS.TOTL.ZS","","","","","","","","","","","","","","","75.4605916978824","71.7008374241987","80.5181877648531","82.5873000851708","84.8477985142236","85.5341063784422","84.7255912674348","86.286519594558","84.4611254177853","79.1971836187053","","","","","","49.0601914464333","51.4966306221595","50.6020328381548","45.7520176082172","35.6195357250528","34.1502482780714","36.602086438152","36.115347289616","35.544900868213","29.8672566371681","36.8859817878671","49.3550751454068","44.2553983997168","47.229130783101","48.6128801285154","51.3844590805153","59.1302372785632","62.1289600456496","57.2153750304738","65.1709244579099","52.3518220775976","63.135366506153","68.4976183324035","67.8014393412013","64.5744069967755","62.9793755423845","55.1527196535043","52.6272815595631","53.0472226037008","56.3171777498497","54.5082296331228","50.8096821734572","52.7001782415704",
"Bhutan","BTN","Gross domestic savings (% of GDP)","NY.GDS.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.3396509820206","19.325963932544","10.6104664842368","23.9597277587248","34.0034687208432","35.31169725047","22.564231137478","12.7145209004816","10.6717690284289","11.1938029123442","27.3167848363906","37.1804901737896","32.7603735651493","31.663394283644","29.8892826819641","23.8096704538192","40.2611545123973","25.2739338411708","34.5874380830023","29.0202235413534","34.242480229904","39.2974872244345","44.5807403642922","24.8439911660102","32.0145058495096","26.4516313759678","33.0940674281516","31.0517118956005","25.0652847613155","23.6130447133349","16.4870602345137","14.9180522820215",
"Botswana","BWA","Gross domestic savings (% of GDP)","NY.GDS.TOTL.ZS","-10.0340661316271","-9.97478237572984","-9.61167072446439","-9.64744224967519","-7.52201864675357","-5.64024390243904","0.13550135501355","-0.713444868547783","-9.1578947368421","8.46084608460846","9.06453952139231","22.0264317180617","27.7734067663257","27.7663027441723","24.0201971627795","21.7018846373501","17.8361669242658","15.0558842866535","19.899785254116","26.0924872792577","26.6690922321266","21.5804117974402","22.9462705133726","28.9069487109694","32.2926042022284","38.0537023503619","40.6874546218809","42.1882103348992","50.1768063195335","49.1965140700566","42.6304706941658","39.710817677132","37.0271722356223","36.6611426935991","33.1397687719728","30.5142517271355","38.4445451104258","36.365521230044","33.0176842521241","39.8818677202363","41.7752252725112","42.0586978690759","40.2455253370525","39.4146226801343","39.6813800402917","42.4925145913255","38.9666229885803","37.4547905823203","30.9754001150233","19.880725804428","26.4512008014751","31.1470236062421","22.1678519685232","22.3679591646951","28.4362490025839","22.3628416451106","30.8257172923503","29.0801366808423","27.4340204449108","23.969285443978","14.9628267597298","20.1730519394046",
